UabDefec	D50541
UtqSpeci	Y11576
UtqGutto	Y11568
UtqHalop	U88891
UtqHydro	EF081293
UtqIntri	AB778017
UtqKuzne	Y11569
UtqNigri	X62176
UtqSpec2	JX861507
UtqPutei	AF053929
UtqRumin	Y11572
UtqSapom	AF168365
UtqSolfa	AY084078
UtqTherm	Y11573
UtqTher2	AJ294429
UtqTher3	AY007190
UtqTher4	U33455
UtqTher5	Z26315
UtqTher6	DQ208688
UtqSpec3	JX183068
UtqVarum	GU126374
UtrHalop	DQ139408
UtsAcryl	U32578
UtsAerot	AY746987
UtsAespo	X95230
UtsAfric	X99236
UtsAfri2	EU659693
UtsAlask	Y11984
UtsAlcoh	AF053751
UtsAlkal	AY649785
UtsAmino	AF067964
UtsArcti	DQ296030
UtsBasti	AY359868
UtsSp109	LM999902
UtsBizer	DQ422859
UtsBurki	AF053752
UtsButyr	AB303305
UtsCapil	AY176773
UtsCarbi	AY626035
UtsCarb2	DQ186200
UtsCunea	X99501
UtsDechl	AF230530
UtsDesul	FJ655909
UtsFerri	DQ148944
UtsFrigi	DQ148943
UtsFruct	AF050101
UtsGabon	U31080
UtsGigan	FR749898
UtsPaque	DQ447183
UtsGraci	U53464
UtsHalop	U48243
UtsHydro	AF458778
UtsIdaho	AJ582755
UtsIndon	Y09504
UtsInopi	AF177276
UtsIntes	Y12254
UtsSpec3	FJ225426
UtsLitor	X99504
UtsLongr	Z24450
UtsLongu	AY359867
UtsMagne	D43944
UtsMarin	AB353727
UtsMari2	DQ365924
UtsMarra	AM947130
UtsMexic	AF227984
UtsOcean	FJ655908
UtsOcea2	FJ655907
UtsOxami	DQ122124
UtsSpeci	U33316
UtsGigas	AY726757
UtsSpec2	HM852532
UtsPiger	AF192152
UtsPortu	AB110541
UtsProfu	FR733706
UtsPsych	AM418397
UtsPutea	AY574979
UtsSalex	CP001649
UtsSenez	AF050100
UtsSimpl	FR733678
UtsSulfo	Y17764
UtsTermi	X87409
UtsTunis	EF577029
UtsVietn	X93994
UtsVulga	AF418179
UtsZoste	Y18049
UttSpeci	AJ237605
UtuTherm	DQ208689
UtvAceti	X72768
UtvKamch	Y16941
UtvMulti	Y16943
UtvPropi	Y16942
WzgLoG28	HM046584
UtwNatro	GQ922842
UtxAlkal	DQ666683
UtySelen	DQ991965
UtzTherm	AY548776
UuaAlkal	EF422413
UubAtlan	AY268939
UubPacif	AY268936
UubTherm	AJ001049
DslFerme	AY264344
DslKamc2	EU167539
DslMucos	CP002363
UucAcete	U23140
UucAceto	AAEW02000008
UucSpec4	KJ776405
UucChlor	U49748
UucMichi	AF357915
UucPalmi	U28172
UucSvalb	AY835388
UucThiop	Y11560
UudBakii	X79412
UudFerri	AY835392
UudKysin	X79414
UudSucci	X79415
UueAlkal	EF422412
UufAmino	AB218661
UugAcida	AY005466
UugRusse	AF234544
UugPepti	U52817
UugMarin	AF234542
UugSpeci	EU719657
UuhAlbog	EF433460
UuhChinh	EF433462
UuhCroci	EF433461
UuhEpide	KC254735
UuhGeoje	EF575560
UuhSpeci	HM474794
UuhInsul	EF012357
UuhDLimi	AJ786801
UuhNeptu	AF469072
UuhSpe13	KF111722
UuhSpec2	GU441678
UuhRibof	AJ549086
UuhDSoli	DQ303125
UuhSubae	AM293857
UuhSubma	AB712348
UuhYakus	AB361068
UuiAgama	EU009865
UujInvis	AY162469
UujMicra	AF473837
UujPneum	X82500
UujPropi	AY850119
UujSucci	AB370249
VgvSpec3	JX876865
VgvSpec2	JQ639052
UukSpeci	KC352658
UukNitro	AB064317
UukOryza	EU342381
WqiNodos	JN175347
UulTherm	FR733679
UunSpeci	JX273704
UumChrys	AJ233412
UunDadan	AF520707
UunDieff	AF520712
UunDiant	AF520708
UunParad	Z96096
UunSola7	KF639914
UunDZeae	AF520711
UuoTherm	X69194
UuoTurgi	CP001251
UupAerol	FM995533
UupAlime	GQ368824
UupSpeci	FR821260
UupCerci	EU375846
UupCinna	AJ920289
UupKunja	AY972480
UupSpec2	EU821598
UupMaris	X79290
UupNatro	X92157
UupPapil	AY643401
UupPsych	AB049630
UupSchim	EU375845
UupTimor	AB377289
UuqShiba	AJ534211
UurMassi	GQ857549
UteProt3	JQ414031
UusFugit	AJ969432
UusGinse	AB245362
UusSpec2	FJ455531
UusKoree	AY987368
UusSpec3	JQ341904
UusSpeci	EU685334
UutDiaph	AB198089
UuuDongh	DQ003276
UutEikas	AB198088
UutGenik	AB198086
UuvPauci	AJ012666
UuwPigru	X70907
UglS1962	JF893466
T1HSpeci	KF732820
VfcSpeci	HE577175
UuxEburn	DQ667965
UuyMobil	FJ455532
O46Enri2	HQ436504
UuzFormi	L34619
UuzLongi	AJ132842
UwqBac14	JQ683778
UvaSpec3	FR852575
UvaSpec2	EU672807
UvaSpeci	EU672806
UvaZoogl	D14256
UvbAlkal	EU360597
UvbSpec3	JN562715
UvbBeiji	DQ335125
UvbCrust	AJ821885
UvbFerme	AF137029
UvbGinse	AB245369
UvbHamte	AJ619978
UvbSpec4	JN597283
UvbKoree	EF017660
UvbSpeci	GQ131577
UvbSpe22	KJ473428
UvbSpec2	GQ241324
UvbTibet	JQ824420
UvcGinse	AB245367
UvcJapon	AB110498
UvcJiang	HQ236051
UvcKoree	AY884571
UvcKyung	JX566987
UvcMaren	AM939778
UvcDSoli	EU604272
UvcTerra	EU604273
UvcSpeci	EF397574
UvdCapno	U41355
UvdGadei	Y18530
UvdHofst	FN356023
UvdSpeci	HG315620
UvdMossi	AJ319867
UvdOryza	AB547446
UvdTermi	AB971823
UveJeung	GU339180
UvePacif	DQ185611
UveVietn	DQ645421
NonBac25	JX072970
UvfMongo	AY298904
UvgBacte	X93479
UvhSpeci	HM149323
UvgBact2	X93476
UvgBact3	X93481
UvhSpec2	FM244738
UvhVaria	AM943121
UviAggre	DQ528761
UviModes	DQ528760
UvjHoshi	AB050825
UvjIctal	AB050826
UvjTarda	AB050827
UdlConso	HE613268
T0ZLacus	AB828155
UdlPohli	AJ564766
UvkLenta	AF292375
UvkSinen	AY321958
UvlCaten	AJ621549
UvmChaff	M73222
UvmEwing	M73227
UvmMuris	U15527
UvmRumin	X61659
UvnCorro	AB525415
O46BaMD2	HQ288781
UvoNigra	AY576771
NonETayi	KF814111
UvpLutea	AM746475
UvqTepid	EF519867
UvrAnoph	EF426425
UvrMenin	AJ704540
UvrMiric	AB071953
UvsLitor	EU678309
UvtMinut	AM490846
UvuBrevi	AM177497
WtsFalse	AM084341
UvvGinse	AB245370
UvvOligo	AY904352
NonBac23	JQ436923
UvwSpec2	KC878324
UvwElysi	AB196667
UvwEunic	JX488684
UvwGorgo	JX488685
UvwMonti	FJ347758
UvwSpeci	AB695088
UvxAeros	AJ550856
UvySalin	AB097590
UvzAdhae	AM181733
UwaAmeri	AF506513
UwaSpeci	Z78204
UwaFredi	X67231
UwaSpec2	AY500255
UvzKosti	AM181747
UvzKumme	AY034028
UwaSpec3	L39882
UvzMelil	D14509
UvzMexic	DQ411930
UvzAdh47	AY024335
UwaSpec4	AY500254
UwaSp209	EU618039
UvzSahel	X68390
UwaSp133	JF834143
UvzSojae	GU593061
UvzTeran	X68388
NonCopro	JF507603
YnlSpeci	FJ871122
UwbAerog	AB004750
UwbAsbur	AB004744
UwbCance	Z96078
UwbCloac	AJ251469
UwbCloa2	Z96079
UwbHorma	AJ508302
UwbKobei	AJ508301
UwbLudwi	AJ853891
UwbSpec2	JN657217
UwbEMori	EU721605
UwbSp334	HQ888848
UwbSpeci	GU814270
UwbSp715	HF679035
UwcAlced	JX948102
UwcAquim	AJ877015
UwcAsini	Y11621
UwcAvium	AF133535
UwcCacca	AY943820
UwcCamel	EF154454
UwcCanin	AJ888906
UwcSpeci	X76177
UwcCasse	AF039903
UwcCecor	AF061009
UwcColum	AF061006
UwcDevri	AJ891167
UwcSpec5	JQ650245
UwcDispa	AF061007
UwcDuran	AJ276354
UwcEurek	AF445305
UwcFaeca	AB012212
UwcFaeci	AJ301830
UwcGalli	AF039900
UwcGilvu	DQ411810
UwcHaemo	AF286832
UwcHerma	AY396047
UwcHirae	Y17302
UwcItali	AJ582753
UwcLacti	GU983697
UwcLeman	AF445301
UwcMalod	AJ301835
UwcMorav	AF286831
UwcMundt	AF061013
UwcSpe21	JQ283454
UwcPalle	DQ411812
UwcPhoen	AY028437
UwcPlant	HQ847537
UwcPseud	AF061002
UwcQuebe	GU457262
UwcRaffi	Y18296
UwcRatti	AF539705
UwcRivor	FN822765
UwcSpec2	AJ276353
UwcSacch	AF061004
UwcSpec4	AB775175
UwcSiles	AM039966
UwcSulfu	AF061001
UwcTermi	AM039968
UwcThail	EF197994
UwcUreas	GU457264
UwcRotta	AJ276352
UwcViikk	HQ378515
UwcVillo	AJ271329
UwcSpec3	HF679036
UwdCaeci	DQ789120
UwdMucos	AM747811
UweCalvi	AF118021
UweCoral	AJ842343
UweNigri	AM942722
VibSpeci	AJ316208
UwfFreun	AF036954
UwfLuciv	AF547212
UwfLumin	AY155670
UwfMelal	AY345990
UwfSomni	AY157871
VtnSpec4	FJ948170
UcqBact7	JN935021
UwgSpec4	JX827729
UwgLacti	EF204460
UwgTenax	AF493696
UwgSpec6	KJ150596
WyeBacte	HG003571
UwhColeo	Y17780
UumAmylo	AJ233410
UumAphid	FN547376
UumMallo	AJ233414
UumSpeci	GU810925
UumPersi	Z96086
UumPsidi	JQ809696
UumRhapo	AJ233417
UumTasma	AM055716
UumTolet	FR870447
UumTrach	Y13250
UwiSpeci	GU166291
UumSpec2	AB546198
UwjInopi	AJ550617
UwjRhusi	AB034200
UwjTonsi	AB055906
UwkAquim	AY461441
UwkCitre	AF118020
UwkFlavu	AF500004
UwkGaetb	AY562220
UwkSpeci	EU428782
UwkSpec3	DQ453142
UwkLitor	AF465836
UwkLongu	AF465835
UwkSp102	KJ870094
UwkSpec4	HQ117934
UwkNanha	FJ654473
UwkSpec5	HE680094
UwkSpec2	HQ203045
UwkSeoha	AY562219
UwkVulga	AY706935
UwlRamos	AF465837
EscAlber	AJ508775
EschColi	X80725
EscFergu	AF530475
EscVulne	AF530476
UwmHarbi	AY295777
UwnAcida	AF071416
UwnAggre	AF073898
UwnAngus	L34612
UwnBarke	M23927
UwnBrach	Z36272
UwnBuday	AB018183
UwnCalla	X96961
UwnCellu	X71860
UwnCombe	AY533380
UwnConto	FR749946
UwnCopro	HM037995
UwnDesmo	L34618
UwnDolic	L34682
UwnElige	L34420
UwnFissi	FR749936
UwnHadru	FR749932
UwnHalli	L34621
UwnInfir	U13039
UwnLimos	M59120
UwnMinu4	AJ005636
UwnMonil	AB540985
UwnMulti	AB018184
UwnNitri	AB018185
UwnNodat	Z36274
UwnOxido	FR733672
UwnPyruv	AJ310135
UwnRecta	L34627
UwnRumin	AB008552
UwnSaphe	U65987
UwnSirae	L34625
UwnSulci	AJ006963
UwnTaran	FR733677
UwnTenue	FR749984
UwnTortu	L34683
UwnUnifo	GU269550
UwnVentr	L34421
UwnXylan	L34628
UwnYurii	AY533381
UwnYuri2	AY533382
UwnYuri3	GU269551
UwoAdria	AM745437
UwpTange	AB478418
UwqBacte	FN554868
UwrAcety	DQ019167
UwrAestu	AY594264
UwrAlkal	EU379016
UwrAntar	DQ019164
UwrSpeci	JF775503
UwrArtem	AM072763
UwrAuran	DQ019166
UwrSp126	JF893462
UwrIndic	AJ846291
UwrMarin	AY594266
UwrMexic	AM072764
UwrOxido	AB105164
UwrProfu	AY818050
UwrSibir	CP001022
UwrESoli	AY864633
UwrUndae	DQ019165
UwsTherm	AB364473
NonBac17	HQ596491
ZZZPerue	KJ469554
UwtHalot	DQ080995
UwtPacif	KC005305
UwuHomin	Y10772
UwuIgnav	Y15716
UwuLangu	Y18053
UwuMirou	AJ277381
UwuSoure	Y17312
UwuTabac	Y17820
UwvPraus	AJ413954
VoyBac24	HQ452864
WidPleom	M23730
UwnCylin	L34617
UglPalli	EU364818
WrxBacte	HF969314
WajSpe49	KF268394
WajSpec6	HE662814
VrjSpec2	KC254733
UwwHongk	AB176554
UwxSangu	AJ575187
VtlBact2	KC688888
UwyLimne	Y17060
UwzAcidi	AF251436
UxaBalea	X93021
UxaFutts	AB245515
UxaGelat	KC017768
UxaKyona	AB245514
UxaMarin	AB193751
UxaPelag	JQ780822
UxaSpeci	GU391222
UxaSenti	DQ778094
UnyProt3	AB720115
UxbTherm	AY140237
FrrPlaci	AF220166
FerAcidi	AJ224936
NonDeni2	GQ365620
UxcAlkal	FJ177530
UxcLapsi	FJ177532
UxcSpeci	KC690144
UdyBact2	FJ481102
FrvFonti	CP003423
UxdFerri	EU443728
UxeChang	AY878719
UxeGondw	Z49117
UxeIslan	M59176
UxeNodos	CP000771
UxeSpeci	EU851047
UxfAestu	GQ141052
UxgFLimi	GQ355622
UxhIntes	AJ496284
UxhSucci	GU269553
UxhSucc2	AJ496032
UglArsen	AJ606700
UglBarba	AJ422145
WtfSpeci	JF893461
UglGelat	AJ551329
UglMacau	AY373018
UglSpe17	GU477780
WtfPhosp	JX258924
UglRigui	EU939689
UglSolis	EU046268
UxiLimic	AJ292316
UxjAloci	X55406
UxjVillo	AF537211
UxkLacun	AB362776
UxlMilos	AJ238042
UxmFusif	Y14313
UxmInsig	EF117253
NonGins2	GQ339893
UxnMagna	AF542227
UxoEcklo	DQ191180
UxpApric	AB247553
UxpArena	AB078078
UxpKamog	AB251933
UxpPacif	HQ412594
UxpYaeya	AB247554
UgvBa137	AB915171
NonBac20	JN815236
UheSpec8	KC251737
UgvBac72	KF309176
UxqPetas	EU854577
UxqSpeci	KC569790
ZZZPac10	KJ152756
UxrSpeci	JQ687104
UxrBasal	DQ361033
UxrIchth	JX412958
VxbSpec4	JX412960
UxsGinse	AB267477
UxsGins2	AB267476
UxsSpec9	HQ436499
VpvSpeci	GU295962
UxsSpeci	HM130561
UgvBact5	HM475138
UgvBact6	HM475139
UxtAcidu	JN712178
UxtSp660	KC247342
UxtAkiai	JQ228532
UxtAlgic	AB455265
UxtSpe24	JF825522
UxtAnhui	EU046269
UxtAntar	AY581113
UxtAqua2	HE995762
UxtAquat	AM230485
UxtAquid	AM177392
UxtSpeci	FR774916
UxtArsen	KJ205533
UxtSp711	JX001187
UxtBanpa	GQ281770
UxtSpec2	GQ245972
UxtCaeni	EU313814
UxtCauen	EU521691
UxtFCeti	AM292800
UxtCheni	EF407880
UxtCheon	GU295968
UxtSpe32	GU295972
UxtSpec3	FR774915
UxtChung	EU924275
UxtSpec4	HM627539
UxtChun2	GU295971
UxtColum	AB078047
UxtSpec5	GQ281769
UxtCroce	DQ372982
UxtCucum	EF126993
UxtCutih	JX966231
UxtDaeje	DQ222427
UxtSp519	KF532125
UxtSpe21	GU295970
UxtDeflu	DQ372986
UxtDeger	AJ557886
UxtDenit	AJ318907
UxtSpec6	GU073293
UxtSpe27	JN790956
UxtSpe38	KF214259
UxtFilum	DQ372981
UxtFleve	AM230486
UxtSpec7	EU109724
UxtSpe29	JN873147
UxtFrigi	AF162266
UxtFrig2	AB183888
UxtFrigo	AJ557887
UxtFryxe	AJ811961
UxtGelid	AJ440996
UxtSpec8	U85889
UxtGinse	HM776705
UxtSpec9	GU138377
UxtGlaci	DQ515962
UxtGlyci	EU672803
UxtGranu	AB180738
UxtSpe56	KC690142
UxtSpe10	GQ988780
UxtHauen	JX066803
UxtHercy	AM265623
UxtHiber	L39067
UxtHydat	M58764
UxtIndic	AY904351
UxtJohns	AM230489
UxtJumun	JF317279
UxtKoree	GU295967
UxtSpe35	JN196130
UxtSpe34	KC969641
UxtLimic	AB075230
UxtLimno	JQ928688
UxtLinda	EF424395
UxtSpe36	AB795014
UxtSpe11	FJ593904
UxtSp892	KF857166
UxtMarin	JN867054
UxtMicro	AJ557888
UxuMizut	AJ438175
UieBact2	GQ148878
UxtNitra	FR827898
UxtSpe26	JQ002654
UqqOcean	GU269547
UxtOmniv	AF433174
UxtSpe12	FN669776
UxtSp823	HE997061
UxtSp890	KJ150599
UxtPecti	AM230490
UxtSpe13	GU564236
UxtSpe33	HE612101
UxtSpe30	HE612094
UxtSpe14	GQ370387
UxtPsych	AJ585428
UxtPsyc2	AB078060
UxtSp635	KF726983
UxtSpe25	JF830803
UxtReich	AM177616
UxtResis	EF575563
UxtRivul	AM934661
UxtSacch	AM230491
UxtSalip	DQ021903
UxtSasan	EU423319
UxtSeget	AY581115
UxtSpe15	FJ654474
UxtFSoli	DQ178976
UxtSp882	JX287799
UxtSpe28	JQ029111
UxtSubsa	AM934666
UxtSucci	AM230492
UxtSunch	DQ222428
UxtSp891	KM089833
UxtSwing	AM934651
UxtSpe16	U85887
UxtTerra	EF117329
UxtTerri	DQ889724
UxtSpe17	EU036219
UxtSpe22	HQ111525
UxtSpe31	HE612100
UxtSpe23	HQ329187
UxtSpe37	AB795015
UxtSpe18	HQ436467
UxtWeave	AY581114
UxtXanth	AF030380
UxtXinji	AF433173
UxtSpe19	HQ436466
UxtYanch	JX548325
UxtSpe20	GQ144413
UxvPlaut	AY724678
UxwLacus	DQ112352
UxwMajor	M62787
UxwSpeci	EU420062
UxtJohn2	M62792
UxxElega	AB078048
UxxFlexi	M62794
UxxLitor	AB078056
UxxPolym	AB078059
UxxRoseo	AB078062
UxxRuber	AB078065
UxySinus	M59231
UxzDorot	AB078077
UyaFAlba	AB539735
UbxSpec3	FJ805430
UybTaff2	JX077130
UybTaffe	AF493694
NonPalli	HE793031
UycLuteu	EU878005
UwqBact2	HM153810
UydFeeng	EF490376
UyeFengg	FJ357427
UyeSpeci	HG764424
UyeSedim	FJ357426
UyfAquat	DQ023221
UyfPanac	GQ303568
UyfPhase	KF583881
UygSpeci	JQ348962
UygFlavu	FN421478
UdyBact3	HE604099
WgjSpec2	JN415769
UyhCitri	Y17602
UyiAgari	AY187688
UyiAlgae	AY228461
UyiSpeci	KF148059
UgvBact7	FJ348469
UyiUndar	KC832835
UyjGuang	FJ591095
UyjHalio	JF290376
UyjHispa	FN252413
UyjNoatu	DQ295795
UyjNoat2	EU683030
UyjPhilo	AY928394
UyjTular	CP000915
UyjTula2	AY928396
UyjNovi2	CP000439
UyjTula3	Z21931
UqhHelve	DQ273688
UwbPulve	DQ273684
UykAuran	AB091194
UykTerre	EU682683
UjaBact2	JQ356598
NonBac33	JQ965646
NonBact8	GQ149247
UylAntar	Z78206
UylCapsu	AF084529
UylSpeci	HQ839787
UylLacus	AJ132943
UylLucid	AB445454
UylLuteo	AB445453
UylOkina	AB445455
UylSagam	AB445456
UylSpumi	AF062535
WajSpe99	KF944301
UymSpe36	KM114212
UymFaeni	Y18807
UymSpeci	EF466126
WthPerra	JX878306
UgvBa139	AB932598
UynAustr	DQ525859
UynClado	FN666417
UynSpeci	FM998017
UynSpec2	JX876867
UyoDurio	AJ780981
UyoFicul	AF360736
UyoFruct	AF360737
UyoPseud	AY169967
UyoTropa	AB542054
UypBacte	HQ828140
UyqTotto	AB294107
WagBac26	HQ622550
UyrPelag	AY178860
UysFSoli	AJ311653
UysSpec2	KJ490635
O46BaVI0	JN699063
UytImtec	FR687203
UytKasya	DQ836305
UyuSpec3	KJ420408
UyuPauci	AF050099
UyuSpeci	FR851323
WsjSacch	AB698910
UyvCanif	AY162221
UyvEquin	AJ295750
UyvGonid	X55410
UyvMorti	AJ867032
UyvNavif	HQ223106
UyvNecro	AJ867034
UyvNecr2	AB525413
UyvNecr3	AJ867039
UyvNucle	X55404
UyvNucl2	X55403
UyvNucl3	AE009951
UyvNucl4	AF287812
UyvNucl5	AABF01000111
UyvPerfo	M58684
UyvPerio	X55405
UyvRussi	M58681
UyvSimia	M58685
UyvUlcer	X55412
UyvVariu	AJ867036
UywMarin	GU552681
UywSpec2	JF739861
UywMari2	EF108219
UywSaema	AY883937
UyxOccul	JF423906
UyySpeci	EU928746
UyyMesop	AB255367
UynSpec3	JX876866
NonBac24	JQ080912
UyzPenta	FM955224
UyzXiame	JQ666155
UzaAnati	AF228001
UzaMelop	EU423985
UbmTaxo2	L06078
UzaTreha	EU339199
UzbBarne	AB038361
UgvBact8	FJ463655
UzcNitra	AY176772
UzdVagin	M58744
VpsSpe29	JX152781
UzeAlgen	U62914
UzeGilvu	AF001369
UzeMesop	AJ344133
UzeSalic	AY694009
UzfGluta	AF321086
UzgSpeci	EU427463
UzgBerge	Y13365
UzgSpec2	AJ251987
UzgHaemo	L14326
UzgMorbi	L14327
UzgPalat	Y17280
UzgSangu	Y13364
UzhRoseu	AM403172
UziObscu	X56305
UzjAuran	AB072735
UzkFormi	GU562446
UmqAquat	EU313813
UzlAquat	FR733676
UmrSpeci	FJ386516
WajSpec4	FJ906694
UzlSpec3	KM407667
UzlLanyu	JN104393
UmqSpec3	JN620361
UmqSpeci	EU289803
UmqNecta	AB101543
UmqSpec2	HQ111526
UucAlkal	DQ309326
UzmSubte	EU182247
UgkCald2	AF067651
UgkGarge	FR749979
UgkSp251	KF631430
UgkJuras	AY312404
UgkKaust	X60618
UgkLitua	AY044055
UgkStear	AB021196
UgkSubte	AF276306
UgkSubt2	HE613733
UglTher3	FR749957
UgkTherm	AY608935
UgkSpeci	EU477773
UgkTher2	AY608961
UgkTher3	AY608981
UgkTher4	Z26923
UgkToebi	AF326278
UgkUzene	AF276304
UgkVulca	AJ293805
UznSpec7	KF006333
UznArgil	DQ145534
UznBemid	AY187307
UznBreme	U96917
UznChape	U41561
UznSpeci	EU660516
UznGrbic	AF335183
UznHydro	U28173
UznLovle	AY914177
UznSpec2	AB682759
UznMetal	L07834
UznPelop	U96918
UznPicke	DQ145535
UznPsych	AY653549
UznSpe35	KJ620987
UznSpec3	AB762695
UznSulfu	U13928
UznThiog	AF223382
UznTolue	EU711072
UznUrani	EF527427
UzoAfric	HE654550
UzoSpec7	HF679056
UzoSpec4	HE654547
ZmlBrasi	DQ029102
UzoSpe14	HF970584
UzoSpec6	JN656711
UzoNorma	HE654546
UzoObscu	X92356
UzoSpeci	EU438905
UzoSpec3	HE654551
UzoSpec2	HE654548
UzoGSoli	JN033772
UzoTaihu	JX294478
UzoSpec5	HE815469
UzoTerra	JN033773
UzoTzadi	HE654545
UzpBacte	AB362265
GeoSpeci	FJ216404
GeoAhang	AF220165
UgvBac24	JX994295
UzqHalop	AB449106
UzqSpeci	KF040368
UzrElect	AY187303
UzsSpeci	HQ246163
UzsHalop	FJ717681
UzsMural	X94155
UzsRuani	DQ203185
UzsSatya	FN995635
UzsSedim	JX555983
UzsGSoli	FN356976
UzsTherm	AB436534
UztToluo	EF219370
UzuSubte	DQ643978
UzvEhrli	AY155599
VgoBac13	AB859256
UzwFerme	U41563
UzxPetra	HM037999
UzxSubte	L10659
UzyFerri	X95744
UzyThiop	AJ299402
WfcSpec2	AB566415
UzzGreig	KF308333
UzzPapil	JQ650257
UzzQuerc	GU562337
VaaAnulu	AB074527
VaaGiesb	AB074522
VaaKuzne	AY780907
VaaSinuo	AF078754
VaaVoron	AY780905
NonApico	JQ936674
VabHiemi	AY694006
VabIllus	AY694008
VabLimna	AJ440991
VabMarin	JQ764565
VabMitsk	AY576655
VabMyxil	DQ202393
VabSanda	AY694007
VacSedim	AB255368
VadChine	DQ822530
VksSpec2	HM437226
VweMaris	AJ231184
VaeNitra	AY787042
VaePalli	U85854
VaePunic	U85853
VafSuper	AB378301
UymSpec3	KC256953
VagBacte	GU441679
NonSpec4	JX218021
VahSulfi	AJ297627
VaiAgger	AB778526
VaiSpeci	AB627120
VaiAzoto	AF192761
VaiDiazo	X75618
VaiEntan	AJ251110
VaiJohan	AF111841
VaiLique	X75617
VaiSacch	AF127407
VaiTakam	AB778531
VaiSpec3	AB627116
VaiTumul	AB778530
VajAlbid	AB178392
VajCere2	HG329624
VajCerin	AB178406
VajFrate	X82290
VajJapon	AB253435
VajKanch	AB459530
VajKondo	AB178405
VajNephe	AB540148
VajOxyda	X73820
VajRoseu	AB178429
VajSphae	AB178431
VajThail	AB128050
VajKrung	AB193244
VajSpeci	AB511060
UmySpec3	AJ227811
UmySp112	KF112836
ZZZS1451	KC222643
VakSpec3	AB857718
VakAlger	AY462044
VakArizo	AY462042
VakSpe18	JN408755
VakEndop	EU200681
VakSpec2	AB857717
VakSpeci	HQ651156
VakHarbi	D85483
VakLeche	AY462041
VakMayte	EU814511
VakRutge	AJ293748
VakSambu	DQ460469
VakScopa	EU200682
VakSpe14	KC112995
VakTenui	D85482
ValCoeru	DQ093349
VamAichi	X80633
VamSpec5	JN008111
VamAlkan	Y18054
VamAmara	X80635
VamAmica	AF101418
VamAraii	AB162800
VamBronc	X79287
VamSpec4	JF806526
VamChole	EU244645
VamDeflu	AY650265
VamDesul	AF101416
VamEffus	AB162799
VamSpeci	FJ572038
VamHirsu	X93485
VamSpec2	FN561544
VamHydro	X87340
VamSpe33	AB624257
VamJinhu	KJ700483
VamKropp	AM883151
VamLacun	EF151959
VamMalaq	AM406674
VamNamib	AF380930
VamNeofe	FJ938167
VamOtiti	AB122026
VamParaf	AF432348
VamSpec3	HE574551
VamPolyi	Y18310
VamRhizo	AB004729
VamRubri	AY995557
VamShand	DQ420167
VamSihwe	AJ416151
VamSines	AF380834
VamGSoli	AY995560
VamSputi	X80634
VamTerra	X79286
VamWestf	AJ312907
VanFaeci	KF785806
VanPamel	AM886059
VanSpeci	HG000667
VaoSpe23	AB854047
HbsSpeci	EF520006
VaoBorac	AB197126
VaoDipso	AB101591
VaoHalop	EU135704
VaoHalot	AF036922
VaoSpeci	HQ439902
VaoLacis	DQ664540
VaoOrien	AM040716
VaoSalip	EU784646
VaoSpec2	FJ182214
VaoUreil	EU709020
VapTherm	DQ117465
VaqMengy	KC561141
VaqRosea	KC686334
VaqTropi	EF988655
VarAestu	JF751047
VarSpe10	KM591916
VarEchin	AY608409
VarSpec2	JX397931
VarSpeci	GQ857650
MarBacte	AY753911
VarSpec4	KC169796
VarSpec3	KC169794
VarPorti	DQ002871
VasBethe	AY788950
VatAdiac	D50540
VatBalae	Y16547
VatElega	AF016390
VauAggre	AM887756
VauArcti	HQ687089
YdbBacte	AB548308
VauMalle	HQ687087
VauPalud	AM887758
VauPecti	AM887757
VauRosea	AM887759
VauSapmi	HQ687090
VauTundr	HQ687088
VavPheno	AY566575
VawAntar	EF495228
VawSpeci	FJ535355
VawSpec5	KF146345
VawSpec6	KJ855315
VaxHolli	AJ514909
VaxMarin	FJ943235
NonBac18	HQ832502
UqqGinse	EF587758
NonBac15	HQ832501
NonBac13	HQ832499
YusSpeci	JQ864374
YusSpec2	KJ948113
VayBovis	AY272039
UomSpeci	DQ415656
VazMobil	AM295491
VbaSpeci	HQ268603
VbaMolin	AJ306835
ZZZSunsh	KC213486
VbbMassi	AF452106
VbbMisso	DQ342315
VbcAegyp	AY362905
VbcDucre	M63900
VbcFelis	AF224292
VbcHaemo	AY362907
VbcInflu	M35019
VbcParac	M75061
VbcParai	AY362908
VbcParap	M75076
VbcParas	AY362909
VbcPittm	AJ290755
VbcSpeci	JF506642
VbdAlvei	M59155
VbdParal	FM179943
VbdSpe11	KJ023821
VbeAntar	EF495227
VbeCheju	CP000155
VbeGangh	AY676463
HldCibar	EF660747
HldLitor	EU887285
HldSpeci	JF449425
HldPauc3	DQ344973
UeeHalop	AB264529
HlkJeot5	EF077632
HlkTibet	AF435112
VbfSpeci	GU265900
VbfLacun	X89075
VbfSalin	Y14212
VbgTunis	EU327343
VbhAcete	X89071
VbhCongo	U76632
VbhFerme	AB023308
VbhKushn	U86446
VbhLacur	L39787
VbhPraev	AB022034
VbhSacch	X89069
VbhSacc2	X89070
VbhSalsu	L22890
VbhSpeci	JN381500
HlpArc19	KF314042
HrcAcidi	AB371717
HrcNitra	AB372515
HrcRubri	AB372513
HrcSpeci	AB372514
HrcSpec9	JN227878
VbiSilve	AY965613
VbjOchra	AB016470
VbjTepid	AB062751
